	KMV_361	KMV_362	KMV_364	KMV_365	KMV_366	KMV_367	KMV_370	KMV_372	KMV_373	KMV_374	KMV_375	KMV_377	KMV_378	KMV_380	KMV_381	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_389	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_400	KMV_401	KMV_402	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_411	KMV_413	KMV_415	KMV_416	KMV_417	KMV_418	KMV_419	KMV_421	KMV_423	KMV_424	KMV_425	KMV_427	KMV_428	KMV_429	KMV_433	KMV_435	KMV_436	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_445	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_454	KMV_456	KMV_457	KMV_459	KMV_460
Otu000206	0	6	2	2	0	0	0	0	0	0	0	1	0	13	4	4	0	0	0	0	0	0	10	0	0	3	0	0	3	3	0	1	0	0	1	1	0	0	0	0	0	1	2	2	0	0	0	0	1	1	4	0	1	4	0	0	0	0	0	5	4	0	1	4	0	0	4	0	0	1
Otu000897	0	0	0	0	0	4	0	5	0	0	0	0	1	0	0	0	2	0	0	6	2	0	0	1	2	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	18	2	0	3	1	1	0	0	0	2	0	0	0	3	10	10	4	0	1	0	0
Otu000229	1	0	1	2	0	1	2	0	0	1	0	0	0	0	1	3	1	0	0	7	0	4	5	1	0	5	0	0	0	0	1	1	4	0	0	0	1	0	0	1	2	0	0	6	4	0	0	1	2	2	1	0	0	5	0	0	0	5	1	5	0	0	2	4	0	0	4	0	0	0
Otu000843	0	8	0	6	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	2	0	26	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	4	0	0	0	0	0	0	0
Otu000234	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000106	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	7	0	0	0	0	3	0	0	0	0	0	1	2	23	0	0	0	0	0	0	10	5	3	0	0	0	9	0	0	0
Otu000226	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	2	0	0	0	15	0	0	0	0	2	0	1	0	20	0	0	0	0	2	3	23
Otu000747	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	4	0	29	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	3	1	0	0	0	0	1	1	0	6	0	0	0	0	1	6	0
Otu001142	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	3	0	0	13	0	9	0	0	0	24	0	0	0	0	0	0	0	0	3	0	0
Otu000080	0	0	0	0	0	0	0	30	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	2	0	0	0
Otu000336	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	9	0	0	0	0	0	0	2	0	0	0	0	2	4	27	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	2
Otu000857	0	0	0	7	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	1	1	8	0	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	9	7	0	1
Otu000176	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	21	0	0	0	3	0	2	0	0	2	0	3	0	0	8	12	0	0	0	0	0	7
Otu000337	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	59	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0
Otu000461	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	63	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0
Otu000192	2	2	4	2	0	3	0	0	0	0	0	0	1	1	0	0	0	3	0	6	0	0	5	0	0	0	0	2	0	0	2	0	0	0	2	0	0	2	0	6	0	2	0	1	0	0	0	0	1	2	0	1	0	5	0	0	0	0	0	0	5	0	1	6	0	0	0	1	1	6
Otu000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	6	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000521	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	7	0	17	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0
Otu001326	0	0	0	1	0	2	3	4	1	0	2	0	0	0	0	0	0	2	0	4	10	0	0	0	0	0	2	2	1	1	3	0	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	5	0	1	0	0	2	9	3	0	0	0	5
Otu000182	0	0	1	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	42	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	5
Otu000424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000455	0	4	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	10	0	0	0	0	4	0	0	1	3	0	0	0	1	0	0	1	0	11	8	0	0	9	4	0	3
Otu001226	0	15	0	0	2	0	0	1	0	0	2	0	0	4	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	2	3	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	16	0	3	0	0	0	7	0	0	0	0	0	0	0	0	1	2	0	0
Otu000335	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	55	2	0	0	1	0	0	2
Otu000172	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	35	0	0	0	0	0	0	5	0	0	0	0	0	2	0	5	0	0	0	0	4	0	0	0	0
Otu000387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
Otu000706	0	1	0	0	19	0	2	0	0	4	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu000306	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000225	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	1	1	2	0	5	0	0	0	0	0	0	2	0	1	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	3	0	0	9	5	0	0	0
Otu000264	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	1	0	3	0	7	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
Otu000298	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	7	1	0	0	1	0	3	0	2	21
Otu000650	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	12	0	0	3	0	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16
Otu000243	0	8	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	3	0	0	0	0	0	2	3	2	0	0	3	0	0	0	0	0	0	0	1	6	14	0	2	0	0	0	0
Otu000798	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	10	0	0	1	0	0	0	0	5	0	28	0	0	1	0	1	0	0
Otu001090	0	6	3	0	0	0	1	2	0	0	5	0	0	1	0	0	0	0	2	0	0	0	2	3	0	0	0	3	1	0	0	0	0	0	0	0	0	1	6	0	0	0	4	1	2	0	0	0	2	2	2	4	0	0	0	5	0	0	0	6	0	0	0	0	2	0	0	0	0	0
Otu000186	0	0	0	0	0	0	7	0	2	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	2	0	1	0	2	4	0	4	3	0	0	0	2	0	0	15	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu000259	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
Otu000808	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	3	24	0	0	0	6	0	0	0	3	0	0	1	0	3	7	0	5
Otu001235	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	1	2	0	1	1	0	0	0	2	12	0	0	0	0	0	2
Otu000091	0	0	0	8	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	6	0	0	2	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	3
Otu000488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu000287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	48	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu001156	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	6	0	0	0	2	0	0	14	6	2	0	3	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4
Otu000284	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	23	0	0	0
Otu000285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	6	40	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	3
Otu001080	0	12	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	25	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0
Otu001542	0	4	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	26	2	0	0	0	0	1	0	0	0	0	5	0	0	2	0	3	0	0
Otu000311	0	8	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	8	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	3	3	2	0	0
Otu001370	0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Otu000784	0	10	0	0	2	2	0	0	0	0	1	1	0	1	0	2	0	0	2	3	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	9	0	1	0	0	0	4	1	1	0	0	2	2	0	1	0	2	0	0
Otu000141	3	0	1	2	0	3	0	0	1	0	2	1	2	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	1	1	0	0	14	0	0	0	0	2	0	0	3	1	0	0	0	0	1	0	0
Otu000352	0	0	0	1	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	20	0	1	0	0	0	0	0
Otu000607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	12	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0
Otu000164	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	17	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
Otu000215	0	4	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	2	3	0	0	1	1	0	0	6	0	0	12	1	4	0	0	0	0	0	0	1
Otu000589	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	6	0	0	0	0	3	0	0	6	0	0	0	0	0	0	9	0	2
Otu000700	1	1	1	0	0	0	3	0	3	0	2	1	0	0	0	0	0	0	7	0	2	0	10	0	0	0	0	0	0	1	0	2	0	0	0	1	1	3	5	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	2	0	0	1	0	1	2	0	0	0	0
Otu001130	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	18	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	18	0	0
Otu001171	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	0	0	0	1	0	0	0	1	0	0	7	0	0
Otu001415	1	0	0	0	0	0	8	10	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	2	0	0	0	2	0	0	0	9	2	0	1	0	0
Otu000244	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	7	0	14	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2
Otu000406	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	23
Otu001051	0	0	0	0	0	3	0	0	2	0	2	0	1	0	0	0	0	4	1	0	2	0	1	3	0	0	1	0	0	0	0	0	3	2	0	0	0	0	1	2	0	2	0	0	1	3	0	0	1	0	0	5	0	0	1	0	2	0	3	0	2	1	0	2	0	0	2	0	0	2
Otu001525	0	0	0	0	0	2	0	0	7	0	1	0	0	0	2	0	0	0	5	2	1	2	0	4	0	0	2	0	0	0	0	0	3	0	2	0	5	0	0	0	0	0	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	4	0	0	0
Otu000926	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	6	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	7
Otu000169	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu000202	1	1	4	0	6	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	2	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
Otu000326	0	3	0	4	0	0	3	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	2	0	0	1	0	0	1	0	11	0	0	0	0	0	1	0	0	3	0	0	2	9	2	0	0
Otu000559	3	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000576	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	2	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3	0	0	0	2	3	0	8	0	0	0	0	0	3	0	0	1	0	10	2	0	0	1	2	0	0
Otu001234	0	2	3	1	6	0	1	0	0	0	8	0	0	0	2	0	1	0	0	3	0	0	1	0	0	1	0	2	0	4	0	0	0	0	0	1	0	1	1	2	0	2	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0
Otu000204	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	2	0	0	0	0	2	5	0	0	0
Otu000295	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	3	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu000114	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	2	0	0	3	0	0	0	4	0	0	0	0	1	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu000274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	4	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
Otu000445	0	10	0	5	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	3	1	4	1	0	0	5	0	2	0	1	0	2	0	0	0	5	0	1	0	0	0	0
Otu000819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	46	1	0	0
Otu000194	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	2	6	0	0	0	1	2	0	1	4	0	1	0	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	1
Otu000240	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	6	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	1	0	5	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	2	1	2	0	0	3	1	0	0
Otu000258	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	19	0	0	0	2	0	0	2
Otu000357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
Otu000496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3
Otu000893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
Otu001164	0	1	2	0	0	0	1	3	0	0	7	0	0	0	0	0	0	2	0	0	0	5	0	0	5	1	0	3	0	0	1	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	2	4	0	0	0	0
Otu001204	0	0	0	7	0	0	1	0	4	1	0	1	3	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	2	1	0	1	0	1	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	2	1	1	0	0	0	0
Otu001324	0	0	0	0	0	0	0	5	0	0	0	0	2	0	2	0	0	0	0	1	2	2	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	4	1	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	3	0	0
Otu000405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Otu001418	0	0	2	0	0	0	3	0	3	0	0	2	1	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	3	1	0	0	0	0	5	0	2	0	0	0	0	1	3	0	0	0	2	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	7	0	0	0	3	0
Otu000163	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000197	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	3	0	3	2	0	0	0	0	0	0	1	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	2	0	0	0	0	11	0	0	0	2	1	0	3
Otu000209	0	0	9	2	0	0	0	2	8	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	8
Otu000273	0	3	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	1	0	0	0
Otu000766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	4	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	24
