sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_381		886563	617511	883704	894413	886044	524751	433566	787264	1185405	802491		769647	373984	654407	942909	1570085		211528	1422500	1704807	2365103	1253271	1321304	1169320	709824	662433	293982	861116	810298	571505	767301	1507237	721211	712296	1551927	529407	559696	728714	683038	738442	708376		251696	1113187		724480	982230
m_382	1714684	169829	202027	292927	431041	171287	202204	75472	205050	260933	110338	241506	405514	180516	387575	200634	168277	150922	340608	461660	483401	214931	135741	637537	2451056	406235	567141	660013	353812	275246	175803	165111	126330	172668	805166	161268	854959	86735	220470	381365	770262	147220	182093	400481	668457	321348	239786	302282
m_391	300557114	349169490	219895237	469538792	221222151	337422054	336143054	152465682	362008479	108180468	78875925	147216605	214727185	308873388	249865491	41155505	438513382	309811261	88224607	319263705	455155262	197136482	307757128	18491244	351519153	31056157	206627268	15713321	153203991	360577110	322996738	397301179	358005833	280076831	407484415	290506083	104416313	192951048	326590184	261034927	919235844	355956886	216530857	200862319	376092133	370941690	514459047	600970323
m_392		229629		258534		191973	205781							548756			1223758				257613	250071			222356		204482	954233	301133	615517	594461	723945	247876	495076	244424	410772	291014	306078				376816	1513449					567514
m_393	6783604	1546060	956035	127293	7743653			2292756	833756	3544474	2547876	1931529	1407339			3281837		526093			101598	1580849		8051124	504791	9154048		10235804			180974						3678206			2680534			2403842	651984	486291		301724	
m_395	988050	6661933	3263326	7491110	2413392	2632142	1546129	495106	6412649	984970	2101255	847308	1433469	4296046	1331444	1718793	7138100	2728794		8942055	4554864	1535538	4427908	555017	4014535	2042717	1876440	1102602	847384	9118088	1982856	5216887	3911068	12215138	2319896	10418340	575986	9481542	2563606	4457186	1797279	4687962	1533664	2957477	1145443	2909709	895599	2550749
m_397	1424226850	1308155399	835077916	1346300995	411950442	1003657125	1142080392	360956196	1208898801	344411597	259136275	809751841	775944861	1001428860	722521256	540818281	1540591612	623270085	403247639	1241297385	1404520282	575040978	767746730	289923777	963601119	411947633	761910888	851223385	641310766	2279217232	1386294221	1437029825	1162865765	1362151821	958444532	1413087629	1549607728	651275100	994783438	1000366625	2832414512	1188225324	935445826	851639375	1384314968	850432466	1111589537	2145647254
m_405	816154039	404858127	836004453	1222128991	1508043086	2952687494	2264002191	161627662	1117233693	2394753368	462748244	538429910	831099552	638505166	1627811043	473607316	1206092500	1640095108	2145034563	1011730283	589956946	500061001	663954048	1237121327	1056316898	1621798981	827200892	1248062727	874462351	756459021	921714766	1620160602	2178204233	1694737579	950195672	900431644	1703567694	1398576639	1523082569	126428442	744924133	1090115361	1140564199	748616376	883298528	722474958	748315847	571450525
m_407	377455045	629072899	304588077	605490950	261350929	388016817	547227762	128816105	534347283	146142726	124212734	158863110	380035910	441961296	422701934	189298584	668766379	274573448	204395654	616711451	709956120	271594261	407746046	129597609	507415362	254172988	380602388	128278312	298768084	638159168	379786302	674824985	561117036	529461017	544674268	411234431	116197881	233335412	500555976	503841955	1105135972	483678241	381684347	410019253	487666695	307879584	595955167	908694190
m_409	55360836	183014753	69766540	302888222	36394456	162710239	237403833	55656811	155300621	33863201	20113870	20752753	41482043	78927394	99579820	21550799	173734046	61948190	23811964	193571768	148720412	45565824	56059559	13538792	89883107	43497506	33901082	4229662	120588142	59394241	74791387	199552152	266865784	137500047	113436319	84153129	13165648	96561603	168115671	75013537	242394133	224957858	67077921	23523572	39694231	99906381	159613306	252579441
m_415	293514329	431978141	271955391	340359139	199421087	240051019	250268347	109920913	350061775	116814817	97084684	219344447	221951910	331920638	182429037	212968106	441066879	183415303	165389778	360379681	573320123	227568850	259913360	45758264	314281001	156807282	106346090	97471188	173695405	533557593	291876397	400473162	310088628	287907105	241307709	217488668	203389850	164068421	207678744	312236851	694776168	293454497	209603948	210312069	473642660	215925299	341759666	573727212
m_418	5473786	10668571	17201914	8678031	12532051	6902262	8418217	4874361		7342521	10284803		5843510	10677301	5887723		18681703	2833110	2501503	17183800	19489174	18149987	15107549		15452307	7712092	16264065	1480800	22198855	22172217		11164313	12219517	11557215	14637145	38625338		13469214	10210253			10732578		15483781		8164374	6875230	
m_424	6430676674	11569750499	9646985838	13340931864	10064646340	13155827867	9881604918	3651052483	9163162522	5425919355	5740197510	2126747160	7123622148	3789978388	4250073359	2404465689	11785301515	9330871958	8353042113	5583843626	6975900499	8725273841	10870107422	7716485122	10366406051	9204158518	6046139608	6239708875	8429782254	1666139602	12259639490	10267408661	4610935467	10564348617	9312718184	11019527119	15822193628	8714083570	9904198378	6978861201	7491512818	4084866188	7421770503	2676546914	7997342726	4647783985	4974961714	9022652367
m_432	320368	533694	419592	564470	643575	629681	501557	417309	330249	581509	671180	226303	560668	517288	1079046	358681	507152	342349	748148	533528	458654	386499	929299	7904571	444485	513232	527376	802392	647477	504697	302802	875813	564044	752633	412607	718587	2122645	508747	1250801	435781	754325	382167	614016	643267	1328707	493561	719206	429268
m_439	6128107678	11679625956	10308796113	14624661967	17364764557	7145998899	9574702428	2923461845	10643899888	3009830679	7870813602	2707533595	5649292859	3727948488	4431876063	1493149848	11657012803	10769892807	27864670658	7619303905	5182708175	6587888153	9822128739	5179296742	9909684525	12471814320	4244747627	3365591697	4560867437	2320839285	13927993267	13224192797	4974845484	11038526023	10017091077	14948393514	15440689543	13182085483	8469054160	3677661128	6385916350	5514540519	4784289617	7872823686	21228836325	6660065139	2648547268	10322716462
m_444	24936638	86272264	21036175	52011649	25516570	38446751	76031143	6279078	39085146	9562699	10084591	11048736	20121912	23390435	30647514	6010299	43052419	22619732	33180121	80352051	47054696	14816564	27923332	17790509	36307458	12571078	42521660	6714446	24244755	102387883	40958768	66196881	67724726	48906370	57903806	99157587	14429194	19147882	72765652	18686201	371788210	27466288	18170691	43950020	199778599	23348532	55403687	66990347
m_445	3003905	166344372	11470044	86555143	902913	30442159	122514724	3578651	18502319	1898623	510676	733061	2739795	9740332	7768128	2159465	79010274	4432631	657315	133997804	23409436	1228656	5300977	839566	19334529	964043	7482755		12390594	123570530	17570252	100263940	44104216	69476534	67460017	31817297	14188422	27654264	58266735	3523268	39059525	34363022	1781305	3764342	3020940	41312421	18421890	120413294
m_452	198975732	1287145597	1080967512	431590754	198620341	584462451	247623649	331792192	181063019	315537266	443789425	66503751	492623159	632217707	400484821	165276667	569602460	599577043	488451146	171191289	532729713	404599631	454073456	217198047	1066496691	302638864	917340446	195174467	653287590	55759118	334654757	150131091	447062282	457456133	295493691	236305298	323042188	177875187	210646226	1791103529	155764400	130662230	2328314338	183966597	103609688	156451272	262831180	140801192
m_460	786320170	684014432	492849763	730752942	339361741	555648722	624716075	234891904	658855427	248493235	173037320	644395121	507901000	584295289	455272984	375579926	813453232	407771741	283692048	627911615	725563302	365732922	443767283	255860869	539368347	304206810	409418482	576204437	340327528	814021383	603389209	699825083	575762093	627291401	491916679	723665364	168086523	338842622	486034036	603038767	1623063922	625315250	548111068	444061300	1095074162	473383024	647853698	1067090893
m_461	32164756	288960222	137478322	80486504	258932205	406646260	292186673	59132937	95275657	80385597	177516910	108164774	391459847	200029549	170528737	94061293	246983274	8235152	144917830	199934898	132385752	99799962	263354113	399570721	72776997	80630541	206675564	223478041	380695914	430941974	414215986	708667241	310322074	227491698	309305237	364585293	189756060	568104628	626907775	40030772	36526378	251166173	96843939	256606469	285097937	297313271	188821768	324753700
m_466	9083588			2310763	956258				26827943	433229					693839		2701393	80495531							25268186					543393	3085177	1210357	1713692	6410133	2445237			1410017	11021415		2562724	529777						13792011
m_469	7339333	5262297	8333988	1739313	12333776	8084818	1756981	1056260	3249674	4325252	5743434	8641001	12636233	3601148	14884351	10173149	1426547	3603174	36984892	4035201	9756781	14560480	6052622	20880332	8149641	12873750	20808271	12735291	7515944	2229679	2762943	3113666	4092141	3542444	2545410	3862741	33011735	3621526	5202549	29842341	4101733	1646091	13276603	4813931	60626357	6311830	2816207	940431
m_477	2898460			503208					820122				697177				461944	12479211		379050	223654	622392			4540790	864405					562423			873301		466371			2400188		589051							
m_480	482849720	808697057	347193226	734105131	315735620	480370435	632976403	155185960	680736992	156439328	171814689	233177228	389130479	431629687	288163405	196719949	1122281305	246987906	247801833	807365362	530321208	280167151	264648314	396450068	311219105	238203991	361254802	250278713	349867186	997010939	548529320	1004261695	688194861	539434756	440657397	411133677	272394607	328321190	725734921	373022762	1294408045	662146576	241183397	194107594	328390039	580640885	529725671	1908098700
m_482	2654206	1393853	2590023	5622967	2629945	1955048	1835514		2053184	3591852	2391395	5479426	1947361	1699837	4404955	20637125	5172723	2211720	2616115	980187	1327951	2152367	1473182	33230368	2544828	2913386	42762691	2700042	8416539	3529818	2598185	5626484	7507828	2658178	1745638	1650523	54215614	2351686	718541	1904955	2895581	627148	41716985	4777188	4789016	936147	2920630	1686151
m_491	2988138	5031379	10198694	2181567	2500143	2439629	2933606	2748691	3710409	2182205	3931382	790201	5523706	3189432	4249936	1035321	5103071	2190019	3565668	3642983	3894163	7467940	3298463	1703453	2580194	2812967	2707531	1477008	6046519	2804627	2787099	3657167	4745526	4050201	4165325	2692159	1625352	4499792	3426293	3980627	2209926	3884719	3919247	2968087	1076842	4387855	2972039	3637092
m_500	1453519	2439956	2725509	1991734	1968171	1663618	1890211	644225	1761049	1578331	1864028	729760	2070329	1569134	2848185	1201120	2542116	1848542	1563856	2472952	2817296	2216321	2737593	716508	2789042	1817338	2192839	621337	3490676	1890932	1597483	2494482	2632515	2877240	2781259	2063558	2523871	2635462	2164011	3007616	2321665	1984606	2958729	2582203	1672319	1739656	2537207	2520149
m_501	3464700	724812	479953	2213096	4570531	658207	749200	541651	2959776	543049	827334	2614088	870659	1628581		4354341	231717	5016623	1192360	203693	712362	1481947	2443475	5680055	1179819	2252984	287663	2561790	580856		130345	255330	515424	597120	514542	801355	4795026	497441	456400	520943	449833	582950	622512	842948	733316	1096094	789160	525213
m_503	180874906	202571484	143947095	166398843	78886148	143113061	150273793	57882539	173962092	56414439	43346509	59694138	123164403	152436333	106359802	79577998	182164569	86246338	62279435	148866293	195624878	85185815	115683359	26767983	138340596	63425532	93535915	25960413	100690116	188536100	170249224	155950609	144178745	186604862	123670506	124989693	90305790	78421301	124489114	156346042	525313271	177160629	112995983	70104581	129148563	123138954	152281929	224836664
m_512	9661482	611693	213293	2599380	3227576	22193888	426076	58962	1149629	1061001	91112	18549148	393392	224877	75630478	714657	517279	46564831	38873137	1363686	1729018	103569	5545307	22417872	1692196	3297689	1055050	27246464	1010353	433940	692419	1022381	1175349	265444	525169	1707258	13516064	619476	803754	354555	16278264	766244	49486030	292736	9563024	5319240	6544309	825489
m_519	214537133	922614544	341199315	909834983	250361570	383974589	675080197	176651639	664500446	182782238	245528132	90484922	222581155	319851275	140916916	73003623	871021213	715287823	170812899	188922044	464697589	441782842	287472066	270610055	754248710	714671602	312249698	180520981	215878766	308149408	1086663375	325485133	414588143	862532967	516632121	684242841	574899154	690135481	295820811	746938905	395552125	405099771	479330093	190474109	201335385	271931020	258157822	574934682
m_535	130704329	76984749	152727779	22645501	179268649	86276130	60298603	41611090	179632304	95292782	91773358	54760288	158306557	129822326	80836823	95635198	43422852	74660896	143626181	76299242	135338416	117067857	108924639	70519438	73177087	116946707	2416886	61530708	42714439	38176116	54453916	58391839	34502051	20706458	51751687	28246960	3269855	29402733	25413670	168930287	74526109	54694763	135206980	107521274	105171357	36339207	173999232	128346005
m_536	45645347	37998546	40976601	21983173	16163665	52456052	31576523	21555996	77706195	12623189	16613297	9199488	48950992	38134268	59396686	4060774	33486407	13964250	6083814	36029515	109137495	20987174	26393949	1109908	64841394	7836175	25793143	2918017	29618309	21475546	35340325	43469263	31576146	17742415	42502967	15607265	6543847	14302679	19179346	68345099	48731712	30324139	17587997	28861752	16389940	12489978	84232397	79467814
m_537	19211318	89581665	12907251	42101504	8427470	50607762	63824246	4444342	45299567	4616896	3365745	3316807	32168055	61599764	13262917	5184590	48315271	50959372	2354037	64000818	33231197	6458221	23733744	641039	33370816	7228574	4889434	1328373	17615149	71128058	50761946	41307350	21817640	33566654	31676596	37482344	1125774	29194922	36411476	13701247	117876325	55808613	8214640	4165284	9779319	59108843	78668907	65246799
m_561	835170863	1524059221	891855379	1301486260	409070643	976255490	1174513618	330459809	1050777383	388663962	357218695	228009111	703351209	947336234	593403162	592059220	1618499809	281614519	345320855	1089205040	1091505969	481243038	675969270	199277942	680100145	446227551	704612438	208243176	844043792	1211908986	865359025	1650494890	1279620809	1173849269	1038256446	949074772	849328687	866168047	1058609391	801478226	2282219942	1043395241	532681030	474326411	584356207	1114037266	996982505	2221144609
m_563	154532067	97710685	29058019	133109366	29333880	97189403	75557901	33851486	156625728	26906008	1544697	33022282	45927754	122760690	71795301	6855225	116450624	97530979	33890589	68630211	110492487	31281159	52893458	28187577	72150187	32519933	16782359	42478953	61418823	76833368	178433703	140344187	114223416	76378083	73185623	76018878	93870107	5507715	86433630	77213093	634707434	101265263	84352991	38558624	20282587	50482478	107621974	184853697
m_564	246273850	339477507	251439372	323582135	145728947	228259665	248734069	80606013	216811109	105281685	83787658	110150375	179166149	245808515	179891858	132061563	385973346	124069991	120384943	334329168	334795380	115680936	195656937	181197342	190035054	128768169	195073749	51319544	193059147	330984145	268400236	364123263	269017139	314744047	217648290	216200397	488289388	147182747	245626952	258939743	818679399	233917628	217142164	158169870	201382806	195109741	246578967	660763098
m_565	111515628	111645411	73511077	108357971	44870579	72665532	80113273	35180996	98118966	29831043	21019393	89333056	76214510	83041877	87944830	54837302	121491125	47585106	51584658	101698919	108750490	44267763	63328569	139000324	73853845	43232588	67338544	22491501	49918672	106789627	75256760	112496881	86925491	98910706	75655639	75666320	38466009	41524154	61202743	88124806	327694956	73913091	82138786	51668084	164712598	80450259	93717841	144012597
m_566	482761898	713041306	405303032	790948557	154226776	465291279	604958632	170460002	496312387	159456032	73735215	514323892	297527509	440721739	371128014	224839291	1004573151	233306325	132691823	779914132	789416144	221922928	335525413	234354325	490464535	151960919	459158879	328921780	311679126	1535995996	710791357	870386872	643617859	755484579	458694394	839842556	1120151992	323904661	559853970	535651827	1791213408	615537721	557750705	457047178	779687338	489674000	503047199	1467557881
m_567	259472818	336903649	428277888	289582463	321426332	354585249	217707787	125576535	280151150	310766865	301501851	140307522	352069795	295517368	445275598	260468845	191055767	235155272	244564834	183630652	416593892	404733028	387729724	102360996	313835308	318214499	235601493	96391360	490571505	39781962	108319770	165138736	323412907	150071417	259873460	93659194	506819994	191218528	263024801	383845876	260575143	229437525	323041489	318014131	189693159	276314648	378116760	166879966
m_568	12255924	35055024	23991122	25921420	19183834	11951423	20678819	4563681	17311385	8637080	11252886	6171646	22394268	23192403	30399055	5820709	32173674	9017463	10728062	26172483	34046243	16427255	33041400	10745861	29421778	14733020	28775836	3485858	22568102	27406412	26517805	20629396	32232131	33403693	24184894	30209095	24749886	22313686	27692123	29202498	38196127	25096479	22325839	22129915	20258407	18762147	28738708	26683812
m_572	761010976	320165898	525433887	107908914	608544710	223715362	169675829	258521028	268986630	590554629	375435788	362820724	354908632	359302202	315036101	342597266	90455051	224087907	665708394	92517264	209603714	478636653	254491838	843189255	393476376	631645759	186621630	693764463	361235936	26147006	73437357	56500267	118612310	110145670	125389722	65449480	428395889	90234488	56964562	425997903	120134190	125871153	559588632	220921895	271965016	115859639	352026487	67813580
m_798	14445361	15255559	13813856	5492084	157468087	23653901	17708890	4493028	73780162	13811801	16513267	14042566	29036954	48024613	5455280	57648395	11169859	17000325	42407056	8872778	15382810	12514353	34541311	103143064	5274771	38671408	3570961	87534834	4486245	5986360	6420314	8749438	1788528	4891270	9912860	13202355	1184066	11323856	1116862	17916542	1932699	16688298	24381718	29930923	3413077	2239610	18484798	35630384
m_799	3054622	1811808	3995876		36872477	22089404	10405193	1828079	2396275	620752	2793933	18379269	6755231	16164621		9139815	5856834	807016	158190840	685294	4137610	13956450		404819450	954543	30768524	3598454	241661749	9136296		1431737	11111524	2230132	1503269	11514557	1984844	68797131	6842179	824235	4808316	2914923	2154692	820990	4056466	2346744	4759574		11652037
m_800	1795973	1112353	753148	2153720	1906534	999275	966129	246940	1982615	582954	1091415	907428	1198473	1982794	1561029	850406	1181947	920776	2704257	798857	2781438	2144585	2068674	2120552	2618201	1538346	1087770	2601113	1320637	1011661	1121723	1349795	1495125	595371	1534949	1699633	3243455	605128	1545321	1697476	2175926	1336537	1229419	754997	3546645	1278457	1961052	2547220
m_803	987937	1406727	3553011	1995024	1661543	2747313	1639998	777636	2129548	1352721	890539	1146598	1202726	2082202	1599906	1072351	1570345	1990221	2079580	1499761	3181536	3082271	1305004	324077	2406272	1253508	1085940	517525	2853250	449032	1051218	1114602	3111167	1321735	1107858	268598	430878	1202299	1556987	1479143	1325434	1265992	1286425	868803	1978769	1302668	1825529	1300324
m_806	6610385	4097938	19577121	2015630	11443294	2407458	9755898	815074	10345699	271840	2322533	1611560	6628811	8949128	6847823	1903382	6546847	4103053	2566111	2644549	3553390	3668470	4419418	4675928	6092048	3094807	3392654	2361572	3163470	7598577	813910	5784520	9527974	1540984	3011233	5504741	3542065	3171042	13506149	3219674	6306147	703110	886057	5699065	791554	5564517	4021824	8284868
